,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,time_window,filename,Cluster
595,-8.809933,-7.8889947,-2.9589336,-0.22806384,0.28564557,"[7.5, 8.0]",SM15XPRIZE_20240410_075102.wav,1
596,-9.090486,-11.894108,-2.1231139,1.4307369,0.36029917,"[8.0, 8.5]",SM15XPRIZE_20240410_075102.wav,1
597,-8.671822,-11.493542,-2.460844,0.58546436,0.2946219,"[8.5, 9.0]",SM15XPRIZE_20240410_075102.wav,1
598,-7.482898,-8.17856,-2.9971235,0.28295764,0.73122954,"[9.0, 9.5]",SM15XPRIZE_20240410_075102.wav,1
599,-7.0862775,-7.3730125,-2.6821587,-0.28203115,0.5223118,"[9.5, 10.0]",SM15XPRIZE_20240410_075102.wav,1
600,-7.013135,-4.3336315,-3.6462834,-0.33045346,-0.060185086,"[10.0, 10.5]",SM15XPRIZE_20240410_075102.wav,1
601,-9.036179,-7.4772463,-2.690903,0.086211234,0.36275637,"[10.5, 11.0]",SM15XPRIZE_20240410_075102.wav,1
602,-9.973613,-4.116129,-3.2904878,-1.4023055,0.37586138,"[11.0, 11.5]",SM15XPRIZE_20240410_075102.wav,1
603,-9.163399,-3.7247148,-2.7906647,-0.44775283,0.4426735,"[11.5, 12.0]",SM15XPRIZE_20240410_075102.wav,1
604,-10.626983,-5.5250664,-2.725436,0.108525306,-0.4707542,"[12.0, 12.5]",SM15XPRIZE_20240410_075102.wav,1
605,-11.136942,-7.4010606,-2.9609153,1.2403877,-0.6914904,"[12.5, 13.0]",SM15XPRIZE_20240410_075102.wav,1
606,-11.915139,-11.328872,-2.615183,0.9812738,-0.13002607,"[13.0, 13.5]",SM15XPRIZE_20240410_075102.wav,1
607,-13.793734,-10.778658,-2.6689746,0.62125814,-0.08727052,"[13.5, 14.0]",SM15XPRIZE_20240410_075102.wav,1
608,-11.805008,-10.598212,-2.7768896,0.6632422,0.07200179,"[14.0, 14.5]",SM15XPRIZE_20240410_075102.wav,1
609,-8.975605,-6.195018,-3.1356564,-0.28043985,-0.08740199,"[14.5, 15.0]",SM15XPRIZE_20240410_075102.wav,1
610,-7.5866027,-4.394288,-3.0636497,-1.3741035,-0.2156625,"[15.0, 15.5]",SM15XPRIZE_20240410_075102.wav,1
611,-10.19532,-10.210959,-2.8110275,0.48646137,0.24551596,"[15.5, 16.0]",SM15XPRIZE_20240410_075102.wav,1
612,-8.802663,-12.051,-2.6614742,1.4005134,0.17029451,"[16.0, 16.5]",SM15XPRIZE_20240410_075102.wav,1
613,-7.860421,-6.0775404,-3.0502965,0.36259744,0.020608835,"[16.5, 17.0]",SM15XPRIZE_20240410_075102.wav,1
614,-6.790407,-3.445736,-3.7022502,-0.2845069,-0.16460623,"[17.0, 17.5]",SM15XPRIZE_20240410_075102.wav,1
615,-9.740973,-10.108867,-3.0122392,0.91243535,0.012592352,"[17.5, 18.0]",SM15XPRIZE_20240410_075102.wav,1
616,-12.1747055,-9.683791,-2.2156453,1.3863906,-0.6443502,"[18.0, 18.5]",SM15XPRIZE_20240410_075102.wav,1
617,-14.144217,-7.725787,-1.6846044,0.71401787,-0.54183227,"[18.5, 19.0]",SM15XPRIZE_20240410_075102.wav,1
618,-12.492196,-2.8405027,-2.7248843,-1.2798113,0.00083214714,"[19.0, 19.5]",SM15XPRIZE_20240410_075102.wav,1
619,-10.808536,-1.5018219,-3.1844914,-1.6858227,-0.8834322,"[19.5, 20.0]",SM15XPRIZE_20240410_075102.wav,3
620,-10.857312,-3.7089038,-3.5001745,-0.55740696,-0.2931864,"[20.0, 20.5]",SM15XPRIZE_20240410_075102.wav,1
621,-12.061144,-5.907304,-2.6430848,-0.15622595,-0.100829355,"[20.5, 21.0]",SM15XPRIZE_20240410_075102.wav,1
622,-14.613998,-6.1286077,-2.7957704,-0.7571997,-0.5589368,"[21.0, 21.5]",SM15XPRIZE_20240410_075102.wav,1
623,-14.975175,-9.714343,-2.7100196,0.34870455,-0.3942052,"[21.5, 22.0]",SM15XPRIZE_20240410_075102.wav,1
624,-9.049441,-1.0952808,-4.301478,-1.2308445,-0.36783794,"[22.0, 22.5]",SM15XPRIZE_20240410_075102.wav,3
625,-8.106434,-2.152959,-3.4392657,-1.0696819,0.14357099,"[22.5, 23.0]",SM15XPRIZE_20240410_075102.wav,1
626,-8.298829,-2.75718,-3.5835085,-2.0206022,0.23684512,"[23.0, 23.5]",SM15XPRIZE_20240410_075102.wav,1
627,-7.1825876,-5.5513325,-3.2326152,-1.0147376,0.3574643,"[23.5, 24.0]",SM15XPRIZE_20240410_075102.wav,1
628,-8.20728,-8.808819,-3.1757896,0.463506,0.015417287,"[24.0, 24.5]",SM15XPRIZE_20240410_075102.wav,1
629,-7.2025976,-5.983843,-3.2676206,0.23807377,-0.113800816,"[24.5, 25.0]",SM15XPRIZE_20240410_075102.wav,1
630,-8.591855,-3.3640459,-3.764272,-1.2117605,-0.18546802,"[25.0, 25.5]",SM15XPRIZE_20240410_075102.wav,1
631,-8.34051,-0.044435237,-4.1743245,-1.6035237,-1.156479,"[25.5, 26.0]",SM15XPRIZE_20240410_075102.wav,3
632,-8.131188,2.0433536,-4.3025866,-1.0895308,-1.131438,"[26.0, 26.5]",SM15XPRIZE_20240410_075102.wav,3
633,-8.174897,0.5699353,-3.8362565,-1.057701,-2.0326128,"[26.5, 27.0]",SM15XPRIZE_20240410_075102.wav,3
634,-8.206546,0.8905704,-3.9211323,-0.9759681,-2.0370824,"[27.0, 27.5]",SM15XPRIZE_20240410_075102.wav,3
635,-8.259481,-1.9595333,-3.560252,-1.0208166,-1.8447798,"[27.5, 28.0]",SM15XPRIZE_20240410_075102.wav,1
636,-6.940968,-3.677052,-2.9420786,-2.0857782,-0.5428626,"[28.0, 28.5]",SM15XPRIZE_20240410_075102.wav,1
637,-6.0220523,-1.684433,-2.9491224,-2.4242756,-0.14636217,"[28.5, 29.0]",SM15XPRIZE_20240410_075102.wav,1
638,-6.9827347,-4.2839513,-2.7323787,-0.8976083,0.31767207,"[29.0, 29.5]",SM15XPRIZE_20240410_075102.wav,1
639,-7.63082,-0.4626578,-3.38211,-2.3828716,-0.74410135,"[29.5, 30.0]",SM15XPRIZE_20240410_075102.wav,3
640,-11.099242,-9.971902,-2.3232362,0.56590486,-0.20220467,"[30.0, 30.5]",SM15XPRIZE_20240410_075102.wav,1
641,-10.876205,-12.031225,-1.8418174,0.86013967,0.077115156,"[30.5, 31.0]",SM15XPRIZE_20240410_075102.wav,1
642,-11.194577,-6.937977,-2.4931016,-0.4354066,0.1311061,"[31.0, 31.5]",SM15XPRIZE_20240410_075102.wav,1
643,-15.204056,-2.8591495,-1.9565897,-1.7182705,-0.1159465,"[31.5, 32.0]",SM15XPRIZE_20240410_075102.wav,3
644,-15.145653,0.38762626,-2.7980134,-1.8021832,-1.3531159,"[32.0, 32.5]",SM15XPRIZE_20240410_075102.wav,3
645,-17.230066,-2.9372644,-1.9032555,-1.9590259,-0.8116808,"[32.5, 33.0]",SM15XPRIZE_20240410_075102.wav,3
646,-15.898606,-4.8643312,-2.3300629,-0.85966945,-0.5750844,"[33.0, 33.5]",SM15XPRIZE_20240410_075102.wav,1
647,-13.668891,-4.3428593,-3.3600388,-0.9552979,-0.43074852,"[33.5, 34.0]",SM15XPRIZE_20240410_075102.wav,1
648,-10.655489,-1.6137218,-4.0757976,-1.343268,-0.4790526,"[34.0, 34.5]",SM15XPRIZE_20240410_075102.wav,3
649,-8.409677,-1.5652943,-4.456745,-2.345115,0.37437755,"[34.5, 35.0]",SM15XPRIZE_20240410_075102.wav,1
650,-6.7634463,-5.9942408,-3.4059088,-1.3723471,0.66362554,"[35.0, 35.5]",SM15XPRIZE_20240410_075102.wav,1
651,-7.5787654,-6.5241756,-3.716418,-0.796543,0.7433427,"[35.5, 36.0]",SM15XPRIZE_20240410_075102.wav,1
652,-7.6039886,-9.662993,-2.8341782,0.8956991,0.34327558,"[36.0, 36.5]",SM15XPRIZE_20240410_075102.wav,1
653,-5.3545938,-5.5685515,-4.520363,0.43716413,-1.072108,"[36.5, 37.0]",SM15XPRIZE_20240410_075102.wav,1
654,-2.4492123,0.059472103,-4.7372756,-0.41134405,-1.9499844,"[37.0, 37.5]",SM15XPRIZE_20240410_075102.wav,4
655,-1.471449,4.9265075,-5.5623765,-2.5561426,-1.5984373,"[37.5, 38.0]",SM15XPRIZE_20240410_075102.wav,4
656,-5.135178,-4.090394,-3.7767482,-0.9195465,0.038363967,"[38.0, 38.5]",SM15XPRIZE_20240410_075102.wav,1
657,-5.8884153,-3.8691335,-3.931399,-0.5243271,-0.19353907,"[38.5, 39.0]",SM15XPRIZE_20240410_075102.wav,1
658,-7.8541164,-8.950395,-2.6664515,0.93795395,0.17333359,"[39.0, 39.5]",SM15XPRIZE_20240410_075102.wav,1
659,-7.776613,-3.8160205,-2.0865808,0.11950385,0.93225336,"[39.5, 40.0]",SM15XPRIZE_20240410_075102.wav,1
660,-7.1025753,-4.782446,-3.9709773,-0.5897488,-0.14305082,"[40.0, 40.5]",SM15XPRIZE_20240410_075102.wav,1
661,-6.8111954,-4.489743,-4.028754,0.5764659,-1.1865313,"[40.5, 41.0]",SM15XPRIZE_20240410_075102.wav,1
662,-5.549953,-2.6918285,-4.2003484,1.0843983,-1.4387766,"[41.0, 41.5]",SM15XPRIZE_20240410_075102.wav,1
663,-5.50152,-1.5072714,-2.552334,1.6660123,-0.13675205,"[41.5, 42.0]",SM15XPRIZE_20240410_075102.wav,1
664,-4.824726,-0.6799814,-4.8581924,-0.7816579,-0.8809159,"[42.0, 42.5]",SM15XPRIZE_20240410_075102.wav,1
665,-6.313051,-3.6999764,-4.586497,0.053089924,-0.96452373,"[42.5, 43.0]",SM15XPRIZE_20240410_075102.wav,1
666,-5.940256,-5.5457487,-3.48567,1.1804277,0.1421211,"[43.0, 43.5]",SM15XPRIZE_20240410_075102.wav,1
667,-7.902038,-8.5244055,-2.7134807,1.4044348,-0.033639662,"[43.5, 44.0]",SM15XPRIZE_20240410_075102.wav,1
668,-9.634345,-11.562559,-2.5175705,1.1286601,0.15728308,"[44.0, 44.5]",SM15XPRIZE_20240410_075102.wav,1
669,-8.368909,-10.425414,-2.02128,2.0695138,0.10499014,"[44.5, 45.0]",SM15XPRIZE_20240410_075102.wav,1
670,-10.715015,-11.2943535,-0.99744344,2.5833452,0.865434,"[45.0, 45.5]",SM15XPRIZE_20240410_075102.wav,1
671,-10.608173,-9.743755,-2.4041972,1.4247797,0.027341155,"[45.5, 46.0]",SM15XPRIZE_20240410_075102.wav,1
672,-8.009436,-5.2458057,-2.0585341,2.618682,0.37178206,"[46.0, 46.5]",SM15XPRIZE_20240410_075102.wav,1
673,-10.8031645,-10.42933,-2.7083163,1.3333362,-0.11971821,"[46.5, 47.0]",SM15XPRIZE_20240410_075102.wav,1
674,-11.215715,-9.983235,-2.5111098,1.1079578,-0.72573835,"[47.0, 47.5]",SM15XPRIZE_20240410_075102.wav,1
675,-13.299783,-9.758082,-2.7430868,0.28492478,-0.5688617,"[47.5, 48.0]",SM15XPRIZE_20240410_075102.wav,1
676,-15.719065,-7.9537587,-2.549417,0.49283862,-0.3052768,"[48.0, 48.5]",SM15XPRIZE_20240410_075102.wav,1
677,-14.805669,-3.8342261,-1.4000636,1.9992224,-0.4960462,"[48.5, 49.0]",SM15XPRIZE_20240410_075102.wav,1
678,-15.736644,-6.590137,-2.4393406,0.45365798,-0.7676237,"[49.0, 49.5]",SM15XPRIZE_20240410_075102.wav,1
679,-15.845459,-7.8128266,-2.801983,0.27011856,-0.9399836,"[49.5, 50.0]",SM15XPRIZE_20240410_075102.wav,1
680,-15.993671,-8.8399,-2.4815862,0.66621685,-0.39974993,"[50.0, 50.5]",SM15XPRIZE_20240410_075102.wav,1
681,-16.768757,-8.078519,-2.4562075,0.6530226,-0.49917442,"[50.5, 51.0]",SM15XPRIZE_20240410_075102.wav,1
682,-14.653957,-4.334548,-2.6090062,0.8509627,-0.9969763,"[51.0, 51.5]",SM15XPRIZE_20240410_075102.wav,1
683,-14.358312,-9.311062,-2.5784416,0.89078194,-0.28453946,"[51.5, 52.0]",SM15XPRIZE_20240410_075102.wav,1
684,-13.091833,-10.754679,-2.493665,0.5391631,-0.26630017,"[52.0, 52.5]",SM15XPRIZE_20240410_075102.wav,1
685,-10.237543,-7.8259735,-2.7389414,0.8041114,-0.68168503,"[52.5, 53.0]",SM15XPRIZE_20240410_075102.wav,1
686,-9.238306,-6.418756,-3.2266827,1.2166107,-1.5098209,"[53.0, 53.5]",SM15XPRIZE_20240410_075102.wav,1
687,-5.967413,-5.220899,-3.5544689,1.2980276,-1.1274493,"[53.5, 54.0]",SM15XPRIZE_20240410_075102.wav,1
688,-4.573571,-4.5186853,-3.861191,1.5511099,-1.4141921,"[54.0, 54.5]",SM15XPRIZE_20240410_075102.wav,1
689,-5.276931,-4.3921313,-3.6387835,0.94235533,-1.7352325,"[54.5, 55.0]",SM15XPRIZE_20240410_075102.wav,1
690,-6.360044,-5.2093825,-3.5605865,0.85394466,-1.3822271,"[55.0, 55.5]",SM15XPRIZE_20240410_075102.wav,1
691,-6.633052,-5.1174846,-3.753227,0.61708724,-1.4277157,"[55.5, 56.0]",SM15XPRIZE_20240410_075102.wav,1
692,-8.541677,-9.158635,-2.832767,0.88193554,-0.4106277,"[56.0, 56.5]",SM15XPRIZE_20240410_075102.wav,1
693,-8.779458,-8.860289,-3.0119627,1.2699639,-0.47181728,"[56.5, 57.0]",SM15XPRIZE_20240410_075102.wav,1
694,-11.519927,-9.318295,-3.0079834,1.0115162,-0.68376714,"[57.0, 57.5]",SM15XPRIZE_20240410_075102.wav,1
695,-11.591009,-11.407359,-2.2468317,1.2894166,0.15032467,"[57.5, 58.0]",SM15XPRIZE_20240410_075102.wav,1
696,-7.398397,6.5850334,3.6841042,7.1465898,-0.20811462,"[0, 0.5]",SM15XPRIZE_20240410_055002.wav,4
697,-9.305056,5.1328874,2.7534752,7.192595,1.0487568,"[0.5, 1.0]",SM15XPRIZE_20240410_055002.wav,4
698,-5.5096464,10.58612,2.975844,6.1227555,-1.3685292,"[1.0, 1.5]",SM15XPRIZE_20240410_055002.wav,4
699,-6.310608,11.290526,2.257801,7.432912,0.48374104,"[1.5, 2.0]",SM15XPRIZE_20240410_055002.wav,4
700,-8.406089,7.661987,2.7338338,6.8561544,-1.1886748,"[2.0, 2.5]",SM15XPRIZE_20240410_055002.wav,4
701,-6.836959,6.956047,0.0071572172,6.3934064,0.10617723,"[2.5, 3.0]",SM15XPRIZE_20240410_055002.wav,4
702,-6.236325,6.056272,4.1915293,8.564606,1.0921613,"[3.0, 3.5]",SM15XPRIZE_20240410_055002.wav,4
703,-8.677545,4.795289,1.8608252,7.6278687,1.5740191,"[3.5, 4.0]",SM15XPRIZE_20240410_055002.wav,4
704,-6.064475,8.391792,1.0157877,6.553464,0.53982115,"[4.0, 4.5]",SM15XPRIZE_20240410_055002.wav,4
705,-3.4024808,11.405995,2.350905,8.134525,1.0401418,"[4.5, 5.0]",SM15XPRIZE_20240410_055002.wav,4
706,-6.148875,7.6929913,0.4060538,6.293908,0.49394798,"[5.0, 5.5]",SM15XPRIZE_20240410_055002.wav,4
707,-6.335405,7.6290064,1.5113895,7.8602905,1.436279,"[5.5, 6.0]",SM15XPRIZE_20240410_055002.wav,4
708,-5.8043003,5.356979,1.4890505,8.541063,1.8937773,"[6.0, 6.5]",SM15XPRIZE_20240410_055002.wav,4
709,-9.007068,4.0630374,-0.61878645,5.3062587,-0.1764884,"[6.5, 7.0]",SM15XPRIZE_20240410_055002.wav,4
710,-4.602059,5.9198017,0.5266453,7.548232,1.1882412,"[7.0, 7.5]",SM15XPRIZE_20240410_055002.wav,4
711,-3.5126925,4.960709,1.9935827,8.796502,1.5017562,"[7.5, 8.0]",SM15XPRIZE_20240410_055002.wav,4
712,-6.6315193,6.2299943,0.7185275,7.384187,0.7532256,"[8.0, 8.5]",SM15XPRIZE_20240410_055002.wav,4
713,-6.693353,7.675787,2.9903913,8.900712,1.3042935,"[8.5, 9.0]",SM15XPRIZE_20240410_055002.wav,4
714,-6.4081326,6.506586,1.223622,8.235197,1.4608467,"[9.0, 9.5]",SM15XPRIZE_20240410_055002.wav,4
715,-6.748344,7.439051,1.9510027,8.208212,1.3445802,"[9.5, 10.0]",SM15XPRIZE_20240410_055002.wav,4
716,-5.920106,7.286484,2.0811028,8.176174,1.5507482,"[10.0, 10.5]",SM15XPRIZE_20240410_055002.wav,4
717,-6.4376955,8.371302,2.6019137,8.237976,1.3435881,"[10.5, 11.0]",SM15XPRIZE_20240410_055002.wav,4
718,-6.7450438,9.147843,1.7629036,7.688953,1.0076536,"[11.0, 11.5]",SM15XPRIZE_20240410_055002.wav,4
719,-3.0419796,10.387038,1.3619636,7.2784333,1.5354103,"[11.5, 12.0]",SM15XPRIZE_20240410_055002.wav,4
720,-5.5244064,8.930827,2.0727658,8.194356,1.3560752,"[12.0, 12.5]",SM15XPRIZE_20240410_055002.wav,4
721,-5.5302353,7.043691,1.7669659,7.8400183,0.959873,"[12.5, 13.0]",SM15XPRIZE_20240410_055002.wav,4
722,-5.256149,9.087615,2.1282766,7.764244,1.0754957,"[13.0, 13.5]",SM15XPRIZE_20240410_055002.wav,4
723,-7.716892,8.152665,2.3177521,7.270647,0.12486771,"[13.5, 14.0]",SM15XPRIZE_20240410_055002.wav,4
724,-7.1731477,9.772775,2.4498181,7.3046412,0.83261865,"[14.0, 14.5]",SM15XPRIZE_20240410_055002.wav,4
725,-5.2358885,10.0561075,2.5974462,7.7964826,1.7703626,"[14.5, 15.0]",SM15XPRIZE_20240410_055002.wav,4
726,-8.701419,7.844907,1.6592804,6.9893064,-0.13962694,"[15.0, 15.5]",SM15XPRIZE_20240410_055002.wav,4
727,-10.069205,8.339875,-0.23370832,4.7084765,-1.0371827,"[15.5, 16.0]",SM15XPRIZE_20240410_055002.wav,4
728,-5.956369,11.027094,3.110635,8.232784,0.6379889,"[16.0, 16.5]",SM15XPRIZE_20240410_055002.wav,4
729,-7.972735,8.623302,3.4633212,8.366548,1.4676102,"[16.5, 17.0]",SM15XPRIZE_20240410_055002.wav,4
730,-5.751221,10.137711,0.2857342,5.2564387,-0.32845297,"[17.0, 17.5]",SM15XPRIZE_20240410_055002.wav,4
731,-8.08859,8.670748,2.6552753,7.608417,0.89057374,"[17.5, 18.0]",SM15XPRIZE_20240410_055002.wav,4
732,-7.9564905,6.9483323,3.3165305,8.479339,1.2022117,"[18.0, 18.5]",SM15XPRIZE_20240410_055002.wav,4
733,-8.172012,8.229192,4.3088846,8.966832,1.3499541,"[18.5, 19.0]",SM15XPRIZE_20240410_055002.wav,4
734,-8.975737,5.339483,-1.0488077,4.820671,-0.35329434,"[19.0, 19.5]",SM15XPRIZE_20240410_055002.wav,4
735,-8.50712,9.101418,2.3872979,7.4686723,1.0134534,"[19.5, 20.0]",SM15XPRIZE_20240410_055002.wav,4
736,-7.005539,10.523335,3.133188,8.918117,1.6211709,"[20.0, 20.5]",SM15XPRIZE_20240410_055002.wav,4
737,-7.0398517,11.112216,0.145563,5.228965,-0.35124338,"[20.5, 21.0]",SM15XPRIZE_20240410_055002.wav,4
738,-8.291368,8.62336,2.697036,7.5735025,1.166362,"[21.0, 21.5]",SM15XPRIZE_20240410_055002.wav,4
739,-9.369444,8.962482,3.5639238,7.8115044,2.082932,"[21.5, 22.0]",SM15XPRIZE_20240410_055002.wav,4
740,-8.998811,8.207721,3.5269804,7.6399617,1.6604667,"[22.0, 22.5]",SM15XPRIZE_20240410_055002.wav,4
741,-7.24525,9.43498,2.5303662,7.7508698,1.2240773,"[22.5, 23.0]",SM15XPRIZE_20240410_055002.wav,4
742,-8.451797,8.19432,3.7294817,8.897216,1.7602514,"[23.0, 23.5]",SM15XPRIZE_20240410_055002.wav,4
743,-9.649862,9.99064,1.324439,5.723835,-0.5993054,"[23.5, 24.0]",SM15XPRIZE_20240410_055002.wav,4
744,-8.015126,11.943209,3.453152,8.157255,0.96745366,"[24.0, 24.5]",SM15XPRIZE_20240410_055002.wav,4
745,-8.771696,8.214686,2.5002594,7.240374,1.2052519,"[24.5, 25.0]",SM15XPRIZE_20240410_055002.wav,4
746,-8.601588,9.317348,1.534019,6.622769,0.5985681,"[25.0, 25.5]",SM15XPRIZE_20240410_055002.wav,4
747,-5.5290055,13.669501,3.5235784,7.567861,2.6133008,"[25.5, 26.0]",SM15XPRIZE_20240410_055002.wav,4
748,-6.9993987,15.903509,-0.08337121,2.2120426,0.92720205,"[26.0, 26.5]",SM15XPRIZE_20240410_055002.wav,4
749,-6.9783707,12.093513,1.7147171,5.129451,1.9343415,"[26.5, 27.0]",SM15XPRIZE_20240410_055002.wav,4
750,-8.66472,7.3174887,4.510578,7.894665,1.3544645,"[27.0, 27.5]",SM15XPRIZE_20240410_055002.wav,4
751,-9.241332,8.284863,3.0175195,7.882825,1.1016779,"[27.5, 28.0]",SM15XPRIZE_20240410_055002.wav,4
752,-10.932074,8.55534,0.39390394,5.054222,-0.67756104,"[28.0, 28.5]",SM15XPRIZE_20240410_055002.wav,4
753,-6.9759717,12.059482,4.2111607,8.006217,0.6826937,"[28.5, 29.0]",SM15XPRIZE_20240410_055002.wav,4
754,-8.82994,7.9933558,3.4411564,8.167463,1.3399589,"[29.0, 29.5]",SM15XPRIZE_20240410_055002.wav,4
755,-10.321958,5.111997,1.1693068,5.97546,0.20492536,"[29.5, 30.0]",SM15XPRIZE_20240410_055002.wav,4
756,-7.786115,8.298766,3.8571892,8.539349,2.1668105,"[30.0, 30.5]",SM15XPRIZE_20240410_055002.wav,4
757,-8.709038,7.9746065,3.3619242,7.74377,1.8177142,"[30.5, 31.0]",SM15XPRIZE_20240410_055002.wav,4
758,-8.425186,8.309527,2.2364004,7.201614,1.0074575,"[31.0, 31.5]",SM15XPRIZE_20240410_055002.wav,4
759,-5.9448667,12.863165,3.5597477,7.906752,0.32121068,"[31.5, 32.0]",SM15XPRIZE_20240410_055002.wav,4
760,-8.503778,9.722328,1.9456414,6.1894336,-0.06637649,"[32.0, 32.5]",SM15XPRIZE_20240410_055002.wav,4
761,-6.868433,5.92895,2.758485,7.949459,2.0548198,"[32.5, 33.0]",SM15XPRIZE_20240410_055002.wav,4
762,-4.3614163,6.937874,2.0753362,8.02724,2.8490937,"[33.0, 33.5]",SM15XPRIZE_20240410_055002.wav,4
763,-6.250114,6.1395135,-0.03404707,5.971611,0.6278807,"[33.5, 34.0]",SM15XPRIZE_20240410_055002.wav,4
764,-4.810704,6.996587,2.0409226,7.423068,1.6635456,"[34.0, 34.5]",SM15XPRIZE_20240410_055002.wav,4
765,-4.7074723,7.7914543,2.2547002,8.258866,2.7061067,"[34.5, 35.0]",SM15XPRIZE_20240410_055002.wav,4
766,-3.2545977,10.810827,0.19743294,5.691663,-0.10645933,"[35.0, 35.5]",SM15XPRIZE_20240410_055002.wav,4
767,-4.3889837,7.5048757,1.7720249,7.103742,1.7112333,"[35.5, 36.0]",SM15XPRIZE_20240410_055002.wav,4
768,-5.39084,5.644157,0.2085251,6.4059486,1.339163,"[36.0, 36.5]",SM15XPRIZE_20240410_055002.wav,4
769,-3.841353,5.336715,2.28121,8.528036,2.6322439,"[36.5, 37.0]",SM15XPRIZE_20240410_055002.wav,4
770,-5.049033,6.836538,0.77321064,7.1868634,1.839079,"[37.0, 37.5]",SM15XPRIZE_20240410_055002.wav,4
771,-5.681139,6.8772874,0.4463413,6.3445363,1.7141261,"[37.5, 38.0]",SM15XPRIZE_20240410_055002.wav,4
772,-3.9456363,8.123093,2.1085012,7.82116,2.1118991,"[38.0, 38.5]",SM15XPRIZE_20240410_055002.wav,4
773,-5.8833733,6.5077834,0.80800706,7.2332263,1.5726566,"[38.5, 39.0]",SM15XPRIZE_20240410_055002.wav,4
774,-3.1850312,9.687164,0.06946725,6.149405,0.48293656,"[39.0, 39.5]",SM15XPRIZE_20240410_055002.wav,4
775,-2.2740297,10.381384,0.82456046,5.9565315,0.68244797,"[39.5, 40.0]",SM15XPRIZE_20240410_055002.wav,4
776,-7.259844,5.008713,-0.46454927,4.9032235,1.0567096,"[40.0, 40.5]",SM15XPRIZE_20240410_055002.wav,4
777,-3.379124,6.20693,2.0103688,8.101594,2.2978404,"[40.5, 41.0]",SM15XPRIZE_20240410_055002.wav,4
778,-5.5267453,5.704356,0.48790896,7.0933313,1.8188113,"[41.0, 41.5]",SM15XPRIZE_20240410_055002.wav,4
779,-5.928829,4.4567995,0.42603937,6.3664637,1.4871749,"[41.5, 42.0]",SM15XPRIZE_20240410_055002.wav,4
780,-2.5994728,10.618804,1.862435,6.755327,1.7876583,"[42.0, 42.5]",SM15XPRIZE_20240410_055002.wav,4
781,-0.51540184,15.988273,1.0747744,4.6898804,2.084444,"[42.5, 43.0]",SM15XPRIZE_20240410_055002.wav,4
782,-3.568158,12.302178,0.84934235,4.118741,2.512561,"[43.0, 43.5]",SM15XPRIZE_20240410_055002.wav,4
783,-4.015148,6.966436,0.09168521,6.209341,2.094698,"[43.5, 44.0]",SM15XPRIZE_20240410_055002.wav,4
784,-4.161025,8.762731,2.3131135,8.533193,2.6463695,"[44.0, 44.5]",SM15XPRIZE_20240410_055002.wav,4
785,-4.530595,7.101062,-1.7865853,4.8952794,0.027499976,"[44.5, 45.0]",SM15XPRIZE_20240410_055002.wav,4
786,-4.517298,7.1271706,1.0770786,7.6945186,1.9318757,"[45.0, 45.5]",SM15XPRIZE_20240410_055002.wav,4
787,-5.2994056,5.2924776,0.49333897,6.824725,2.002117,"[45.5, 46.0]",SM15XPRIZE_20240410_055002.wav,4
788,-4.0461245,8.005366,1.2176663,7.2387724,1.6691275,"[46.0, 46.5]",SM15XPRIZE_20240410_055002.wav,4
789,-1.0233428,11.165769,1.1372019,6.976779,1.5315384,"[46.5, 47.0]",SM15XPRIZE_20240410_055002.wav,4
790,-4.228504,9.196189,-0.86018944,5.755852,1.0412407,"[47.0, 47.5]",SM15XPRIZE_20240410_055002.wav,4
791,-4.408121,7.126113,0.6524104,7.008777,2.0296078,"[47.5, 48.0]",SM15XPRIZE_20240410_055002.wav,4
792,-4.706102,7.3071227,1.4004018,7.6900907,2.3602204,"[48.0, 48.5]",SM15XPRIZE_20240410_055002.wav,4
793,-4.098739,6.360652,0.6348934,6.9821596,1.8375069,"[48.5, 49.0]",SM15XPRIZE_20240410_055002.wav,4
794,-2.5927784,7.926881,1.7972708,7.390496,2.0048978,"[49.0, 49.5]",SM15XPRIZE_20240410_055002.wav,4
795,-1.511035,10.476439,0.38317704,6.044563,1.6026535,"[49.5, 50.0]",SM15XPRIZE_20240410_055002.wav,4
796,-3.8644783,7.844319,1.5849144,7.5533204,2.2376935,"[50.0, 50.5]",SM15XPRIZE_20240410_055002.wav,4
797,-4.1578627,6.4385257,0.6732995,7.299593,1.8226075,"[50.5, 51.0]",SM15XPRIZE_20240410_055002.wav,4
798,-4.9978013,6.7853007,1.0621891,7.5313306,1.2924695,"[51.0, 51.5]",SM15XPRIZE_20240410_055002.wav,4
799,-3.5881608,6.5434165,2.2921617,8.474106,2.64964,"[51.5, 52.0]",SM15XPRIZE_20240410_055002.wav,4
800,-4.2253942,8.454037,0.8442848,6.524767,1.4438605,"[52.0, 52.5]",SM15XPRIZE_20240410_055002.wav,4
801,-1.8841795,10.699494,0.088107914,5.2607594,-0.19301237,"[52.5, 53.0]",SM15XPRIZE_20240410_055002.wav,4
802,-4.6234026,6.379755,2.1134117,8.59868,2.7703907,"[53.0, 53.5]",SM15XPRIZE_20240410_055002.wav,4
803,-6.324177,5.4390993,0.52252346,6.2242675,1.206272,"[53.5, 54.0]",SM15XPRIZE_20240410_055002.wav,4
